"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.286625457E2,4.781452426E0,-6.268332124E0,-2.148730423E-1
1.286725827E2,4.796691732E0,-9.017335074E0,2.782052583E-1
1.286826207E2,3.739901935E0,-1.027106231E1,2.660103638E0
1.286926577E2,1.298436216E0,-9.240429155E0,4.809184601E0
1.287026957E2,-1.502457557E0,-8.400872483E0,5.571571475E0
1.287127327E2,-3.272951480E0,-1.071884442E1,4.638858717E0
1.287227707E2,-4.410454779E0,-1.203239335E1,3.603441371E0
1.287328077E2,-5.346891044E0,-1.044850425E1,2.247480247E0
1.287428457E2,-7.489180466E0,-7.654594104E0,1.287949820E0
1.287528827E2,-1.031737810E1,-5.858541124E0,9.658384037E-1
1.287629197E2,-9.079639496E0,-6.560601105E0,1.393020777E0
1.287729577E2,-6.231920342E0,-4.969188979E0,8.501980197E-1
1.287829947E2,-3.455296023E0,-2.041358879E0,-1.289075993E0
1.287930327E2,-3.510283092E-1,9.293962169E-1,-2.231411806E0
1.288030697E2,2.195600534E0,2.394701443E0,7.851641178E-2
1.288131077E2,3.800835185E0,2.360068969E0,2.109414768E0
1.288231447E2,6.306145483E0,3.340522488E0,6.502253494E0
1.288331827E2,7.504275638E0,3.646205567E0,1.047855427E1
1.288432197E2,6.875622772E0,4.131660122E0,1.068507675E1
1.288532567E2,6.674872656E0,6.372213757E0,8.573451884E0
1.288632947E2,6.383991219E0,8.545995698E0,5.356597422E0
1.288733317E2,6.397177275E0,1.006502280E1,3.691426179E0
1.288833697E2,5.394048253E0,1.220152056E1,5.434389364E0
1.288934067E2,1.237610701E0,1.355013641E1,7.782868567E0
1.289034447E2,-2.201801214E0,1.273168292E1,5.253468325E0
1.289134817E2,-2.502152801E0,9.909024936E0,5.075029430E0
1.289235197E2,-1.342557405E0,8.075651518E0,6.351573671E0
1.289335567E2,-5.611333126E-1,7.987965503E0,6.625254938E0
1.289435937E2,-3.410270123E-1,7.501430383E0,4.336858215E0
1.289536317E2,-4.167490397E-1,6.648550830E0,9.315930158E-1
1.289636687E2,-3.050409083E-1,5.611422004E0,-1.784120566E0
1.289737067E2,9.808484986E-2,2.838219182E0,-4.541951643E0
1.289837437E2,-2.519140571E-1,-2.350348558E0,-7.912642255E0
1.289937817E2,-2.654392077E0,-6.328622180E0,-1.071620616E1
1.290038187E2,-5.080680764E0,-6.214449447E0,-1.083617465E1
1.290138557E2,-6.482804486E0,-5.954302729E0,-7.602428754E0
1.290238937E2,-7.403477241E0,-5.292695541E0,-4.490158176E0
1.290339307E2,-6.329853019E0,-2.532505698E0,-4.380129949E0
1.290439687E2,-2.442783682E0,1.440138810E0,-1.558130944E0
1.290540057E2,-2.316649592E0,-1.361231804E-1,-2.467877008E0
1.290640437E2,-5.281162493E0,-6.751589879E0,-6.804674996E0
1.290740807E2,-4.353382446E0,-1.512778536E1,-3.173537996E0
1.290841187E2,-2.008057377E0,-2.324176771E1,5.179598111E0
1.290941557E2,-1.335977972E0,-2.055453007E1,-1.597789684E0
1.291041927E2,-5.876201762E-1,-4.440391354E0,7.634300172E-1
1.291142307E2,1.799983624E0,7.214124518E0,1.085405895E1
1.291242677E2,1.309367732E0,7.454797084E0,1.423350635E1
1.291343057E2,-1.153949471E0,4.624412001E0,6.135202718E0
1.291443427E2,-3.809056078E-1,1.533929318E-1,-2.535548881E0
1.291543807E2,4.431548317E0,-2.876247718E0,1.474888812E0
1.291644177E2,7.978493013E0,-4.913788365E0,9.694308161E0
1.291744557E2,7.341994354E0,-6.265542417E0,8.625469299E0
1.291844927E2,5.466014029E0,-4.638253530E0,3.923055441E0
1.291945297E2,3.675014799E0,-2.411356652E0,1.500882025E0
1.292045677E2,2.328106480E0,-1.178876444E0,7.742777717E-1
1.292146047E2,1.653317621E0,5.998132288E-2,9.351016375E-1
1.292246427E2,1.608210007E0,1.159739676E0,6.921036342E-1
1.292346797E2,1.433500027E0,1.900443905E0,9.445741269E-1
1.292447177E2,1.246777235E0,2.710201997E0,1.185835215E0
1.292547547E2,1.242147556E0,3.497717865E0,1.303593460E0
1.292647917E2,1.516918014E0,4.242482400E0,2.137381854E0
1.292748297E2,1.346427385E0,4.071532618E0,2.001891342E0
1.292848667E2,3.929319051E-1,3.435060271E0,7.190145671E-1
1.292949047E2,-6.503862356E-1,3.059217621E0,-9.981150341E-1
1.293049417E2,-1.558071595E0,3.351203597E0,-1.995286328E0
1.293149797E2,-2.101362129E0,4.039227337E0,-2.523255000E-1
1.293250167E2,-2.100959694E0,5.268881586E0,1.309787416E0
1.293350547E2,-2.143582534E0,6.043251159E0,7.886128056E-1
1.293450917E2,-2.414372938E0,5.683915783E0,-7.208815100E-1
1.293551287E2,-2.158946532E0,5.268666408E0,-8.693230927E-1
1.293651667E2,-1.409685341E0,4.867443334E0,-1.302282515E0
1.293752037E2,-8.489478850E-1,3.283886358E0,-2.618285521E0
1.293852417E2,-5.967398592E-1,1.049140177E0,-4.063096256E0
1.293952787E2,-1.157378351E0,-1.840370781E0,-6.113150529E0
1.294053167E2,-2.037579531E0,-4.011416225E0,-7.620045830E0
1.294153537E2,-2.072614585E0,-4.470589884E0,-4.282866487E0
1.294253907E2,-1.132636808E0,-4.136368300E0,-2.291178244E0
1.294354287E2,3.155350524E-1,-3.464045504E0,-2.011003351E0
1.294454657E2,2.167181458E0,-2.711726366E0,-2.919001974E0
1.294555037E2,3.911813876E0,-2.612758148E0,-5.891251034E0
1.294655407E2,5.562826379E0,-2.927537155E0,-6.826348286E0
1.294755787E2,6.169070960E0,-3.303737655E0,-5.556002094E0
1.294856157E2,5.316179713E0,-3.171481823E0,-4.394812600E0
1.294956537E2,4.240411901E0,-2.455280936E0,-3.174615346E0
1.295056907E2,3.538907698E0,-2.799545113E0,-2.854852464E0
1.295157277E2,3.415849536E0,-3.428159972E0,-3.100232915E0
1.295257660E2,4.316544695E0,-3.916931652E0,-2.592835222E0
1.295358030E2,5.054199309E0,-3.765701020E0,-1.868585351E0
1.295458410E2,4.639088220E0,-4.292918728E0,-1.422116522E0
1.295558780E2,4.180906541E0,-5.206916887E0,-9.674803019E-2
1.295659160E2,3.463091531E0,-6.283943020E0,1.933958976E0
1.295759530E2,2.215400375E0,-7.087966747E0,4.517560860E0
1.295859910E2,3.507250580E-1,-7.438229583E0,6.499103014E0
1.295960280E2,-8.570022053E-1,-8.900204235E0,6.445520300E0
1.296060650E2,-2.109280428E0,-1.101020065E1,4.633703227E0
1.296161030E2,-3.874051388E0,-1.174870165E1,3.000825571E0
1.296261400E2,-5.791147286E0,-1.097162073E1,1.268370418E0
1.296361780E2,-9.948477269E0,-8.677859182E0,3.586915970E-2
1.296462150E2,-1.306380945E1,-6.767742813E0,-4.696249723E-2
1.296562530E2,-9.968427969E0,-6.344169341E0,-8.513453896E-1
1.296662900E2,-5.823799308E0,-3.720902578E0,-2.131887956E0
1.296763270E2,-2.340673170E0,3.846549886E-1,-2.712343247E0
1.296863650E2,1.033350283E0,2.518988689E0,-6.721891871E-1
1.296964020E2,3.619004905E0,3.341341683E0,2.924133491E0
1.297064400E2,5.790662552E0,3.754304797E0,6.040077875E0
1.297164770E2,7.764415923E0,4.331836626E0,8.858265080E0
1.297265150E2,8.031443644E0,4.244441802E0,1.032248974E1
1.297365520E2,7.584566095E0,4.923991172E0,9.460407840E0
1.297465900E2,7.056131582E0,6.395095666E0,6.016698368E0
1.297566270E2,5.957071386E0,6.950857726E0,2.960749340E0
1.297666640E2,5.269787319E0,8.222907797E0,2.351258385E0
1.297767020E2,2.710194688E0,1.064118989E1,4.627136804E0
1.297867390E2,-1.071165688E0,1.259584743E1,5.562522908E0
1.297967770E2,-2.281953238E0,1.248629984E1,6.657477774E0
1.298068140E2,-2.230447454E0,1.125233970E1,6.601597688E0
1.298168520E2,-1.313674206E0,1.006489767E1,7.482260286E0
1.298268890E2,-3.241829382E-1,1.030830907E1,6.419438794E0
1.298369270E2,4.483579181E-1,9.865055044E0,3.180284514E0
1.298469640E2,1.309889304E0,8.191836863E0,7.755466175E-1
1.298570010E2,2.727641610E0,4.986078077E0,-2.133913286E0
1.298670390E2,3.808154730E0,-2.599607760E-1,-7.037510539E0
1.298770760E2,1.265744433E0,-7.295782054E0,-1.433389953E1
1.298871140E2,-3.617321491E0,-1.033712766E1,-1.753027061E1
1.298971510E2,-8.356803188E0,-7.105734097E0,-1.323112870E1
1.299071890E2,-1.057121626E1,-4.420312600E0,-4.184024277E0
1.299172260E2,-8.876344087E0,-1.623199929E0,-2.336067903E-1
1.299272640E2,-4.649211797E0,1.253271153E0,-4.736057568E-1
1.299373010E2,-1.204814546E0,1.493851917E0,2.390166342E-2
1.299473380E2,-1.658511849E0,-1.790623255E0,-2.716133412E0
1.299573760E2,-4.111104235E0,-8.314950573E0,-9.914246500E0
1.299674130E2,-3.633177386E0,-1.832748701E1,-8.180885612E0
1.299774510E2,-1.591299275E0,-2.718935632E1,-2.327010566E-1
1.299874880E2,1.648556526E0,-1.951452091E1,3.897032408E0
1.299975260E2,3.066983893E0,2.388660100E0,1.233466867E1
1.300075630E2,2.090887426E0,1.268545951E1,1.703984476E1
1.300176000E2,-1.103200317E0,9.728748261E0,1.171111107E1
1.300276380E2,-2.803641087E0,3.545977274E0,-9.705442429E-1
1.300376750E2,6.861653481E-1,-1.898407320E0,-6.282193533E0
1.300477130E2,7.968343416E0,-4.667995393E0,9.048735791E0
1.300577500E2,1.004534341E1,-6.258715208E0,1.648591697E1
1.300677880E2,7.279604563E0,-6.067194337E0,7.612526895E0
1.300778250E2,4.756982121E0,-4.748380575E0,1.171540527E0
1.300878630E2,2.149992398E0,-3.502373418E0,-5.951225924E-1
1.300979000E2,8.456241815E-1,-2.300191142E0,-6.231664234E-1
1.301079370E2,4.732998743E-1,-1.441601198E0,1.621658018E-1
1.301179750E2,3.297053045E-1,-1.110678613E-2,1.248925795E0
1.301280120E2,2.767176900E-1,1.430509030E0,2.063864519E0
1.301380500E2,2.190412299E-1,2.605167877E0,1.411688890E0
1.301480870E2,3.307513348E-1,4.163532125E0,3.489689930E-1
1.301581250E2,1.322134104E0,5.434143196E0,-1.067771745E-1
1.301681620E2,2.118103876E0,4.750253438E0,-3.040109213E-1
1.301781990E2,1.582018428E0,4.066649609E0,-6.002529395E-1
1.301882370E2,9.783472791E-1,3.879821128E0,-1.150771875E0
1.301982740E2,2.683980889E-1,4.364498003E0,-5.426122570E-1
1.302083120E2,-1.266097605E-1,5.196479607E0,-8.625987947E-2
1.302183490E2,-5.132385499E-1,5.745443695E0,-4.681404374E-1
1.302283870E2,-1.226728010E0,5.527116848E0,4.165088288E-1
1.302384240E2,-1.297100127E0,5.296070554E0,8.534327725E-1
1.302484620E2,-1.361985949E0,4.236204244E0,8.572628450E-1
1.302584990E2,-1.791224495E0,3.212357368E0,-3.835479645E-1
1.302685360E2,-2.835090337E0,2.539922306E0,-4.233282391E0
1.302785740E2,-4.218226395E0,1.488214617E0,-9.615954301E0
1.302886110E2,-4.004683156E0,-1.455524004E-1,-7.950740374E0
1.302986490E2,-1.946596563E0,-1.871969719E0,-5.219136398E0
1.303086860E2,6.824848182E-2,-3.316237248E0,-4.172296516E0
1.303187240E2,7.115587094E-1,-4.082925333E0,-3.191655301E0
1.303287610E2,-5.495015927E-2,-4.171344590E0,-9.675203553E-1
1.303387990E2,6.451705192E-1,-3.982306446E0,-2.703994008E0
1.303488360E2,3.063374114E0,-4.284105805E0,-7.537709432E0
1.303588730E2,6.084605591E0,-3.751133267E0,-8.921981605E0
1.303689110E2,7.900560154E0,-2.662733130E0,-8.041455832E0
1.303789480E2,7.370238744E0,-1.953070015E0,-5.617841662E0
1.303889860E2,5.153601390E0,-1.907466996E0,-3.932479398E0
1.303990230E2,3.505034778E0,-2.256919407E0,-4.001155531E0
1.304090610E2,3.653191236E0,-3.213388817E0,-3.219906709E0
1.304190980E2,5.005847513E0,-2.398169426E0,-5.591081294E-1
1.304291350E2,5.926261237E0,-2.133525031E0,3.720388900E-1
1.304391730E2,5.225937295E0,-5.351372935E0,3.805652998E-1
1.304492100E2,4.241904695E0,-8.539566684E0,2.346586459E0
1.304592480E2,2.070670094E0,-1.069846805E1,5.906369010E0
1.304692850E2,-8.906611906E-1,-1.046490219E1,7.892054209E0
1.304793230E2,-3.324742900E0,-1.083646000E1,7.953331860E0
1.304893600E2,-5.731130295E0,-1.100684903E1,7.515254370E0
1.304993980E2,-8.053900461E0,-9.658119743E0,6.195954119E0
1.305094350E2,-1.343032228E1,-5.362644027E0,4.290434246E0
1.305194711E2,-1.572865810E1,-4.319270375E0,2.958737898E0
1.305295091E2,-1.219030092E1,-8.540394650E0,1.992015395E0
1.305395461E2,-9.361140245E0,-8.700079771E0,2.422737819E0
1.305495841E2,-5.727911988E0,-5.610543752E0,2.406673324E0
1.305596211E2,-2.056064334E0,-2.490642557E0,1.046231772E0
1.305696591E2,1.058627650E0,-5.517450231E-1,1.111931379E-1
1.305796961E2,4.168413088E0,7.397675049E-1,1.462126679E0
1.305897331E2,6.480856778E0,8.637284768E-1,5.038827564E0
1.305997711E2,7.063799036E0,6.544934660E-1,8.012698056E0
1.306098081E2,6.391670952E0,3.901583880E-1,8.130506002E0
1.306198461E2,5.307299547E0,1.096704352E0,2.975791887E0
1.306298831E2,4.421242892E0,2.831517103E0,-5.715987176E0
1.306399211E2,3.253199877E0,5.530174357E0,-8.551930622E0
1.306499581E2,2.674729278E0,6.463900437E0,3.362891597E0
1.306599961E2,2.264908458E0,9.144624281E0,9.459733071E0
1.306700331E2,1.239256254E0,1.241259218E1,8.930271787E0
1.306800701E2,3.339926657E-1,1.218677739E1,9.182890799E0
1.306901081E2,-3.439225535E-1,1.070286047E1,9.672764094E0
1.307001451E2,-1.877111176E-1,9.663568178E0,8.759796215E0
1.307101831E2,3.026393107E-1,8.835273829E0,6.902315311E0
1.307202201E2,9.355020256E-1,8.098900048E0,4.712473993E0
1.307302581E2,1.123022085E0,7.707643552E0,2.892314113E0
1.307402951E2,9.961592866E-1,7.704744503E0,8.749896294E-1
1.307503331E2,3.521264894E-1,7.157794781E0,-2.087398100E0
1.307603701E2,-4.236376445E-1,4.365276268E0,-7.444274434E0
1.307704071E2,-5.763523724E-1,-1.349799328E0,-1.239108027E1
1.307804451E2,6.428355067E-1,-4.184552280E0,-7.276763985E0
1.307904821E2,8.088923382E-1,-4.422235165E0,-6.138977680E0
1.308005201E2,-2.087355708E0,-6.621696907E0,-9.488455764E0
1.308105571E2,-5.427755113E0,-8.410193530E0,-8.551536520E0
1.308205951E2,-7.980133742E0,-7.840812135E0,-6.692237717E-1
1.308306321E2,-8.212329599E0,-4.054862207E0,5.981077715E0
1.308406691E2,-6.264304562E0,2.282708552E0,4.219818592E0
1.308507071E2,-4.738895806E0,6.689251544E0,5.371053493E-1
1.308607441E2,-4.807461426E0,6.995659677E0,-2.324795056E0
1.308707821E2,-5.018588596E0,3.657573139E0,-3.663695759E0
1.308808191E2,-2.390441308E0,-2.625411522E0,2.001573839E0
1.308908571E2,-8.319009125E-2,-8.341294618E0,1.315052834E1
1.309008941E2,2.258858344E-1,-1.882966928E1,1.295245507E1
1.309109321E2,-7.416438764E-1,-3.363813586E1,-6.330357633E0
1.309209691E2,-3.272189880E0,-3.081108193E1,-2.105245323E1
1.309310061E2,-6.933955765E-1,-2.338828958E0,-3.693205487E0
1.309410441E2,5.799661417E0,1.382550752E1,2.015788303E1
1.309510811E2,4.523808902E0,1.498834564E1,1.709576753E1
1.309611191E2,-4.237321501E-1,8.741482151E0,6.565858337E0
1.309711561E2,-1.582178349E0,3.423592127E0,-2.045743706E0
1.309811941E2,6.614491676E-1,-8.326885325E-1,-1.531557103E0
1.309912311E2,2.481900970E0,-4.338016548E0,5.671986294E0
1.310012691E2,3.126321437E0,-3.391214340E0,5.567366742E0
1.310113061E2,3.181704510E0,-1.152685595E0,4.014553256E0
1.310213431E2,3.081805415E0,1.233882371E0,2.808536376E0
1.310313811E2,3.433402001E0,2.922674611E0,1.675616709E0
1.310414181E2,3.478268271E0,2.870981716E0,2.093174857E0
1.310514561E2,3.335441843E0,1.949595600E0,3.228706183E0
1.310614931E2,3.348635208E0,1.816140504E0,3.322837000E0
1.310715311E2,2.912703646E0,2.277512716E0,3.032460762E0
1.310815681E2,2.178750320E0,1.965655562E0,2.204760636E0
1.310916051E2,1.581404909E0,1.760496646E0,6.751102368E-1
1.311016431E2,3.352385246E-1,1.470794007E0,-9.203821492E-1
1.311116801E2,-1.339532787E0,1.791357080E0,-3.072696623E0
1.311217181E2,-2.205175349E0,2.925229259E0,-3.352775913E0
1.311317551E2,-2.413102777E0,4.401920183E0,-1.090886958E0
1.311417931E2,-2.459383342E0,5.832437400E0,-6.406419969E-1
1.311518301E2,-2.988397022E0,5.780483134E0,-1.966943704E0
1.311618681E2,-2.598562862E0,5.377518759E0,-2.067831563E0
1.311719051E2,-9.599101310E-1,4.454779598E0,-3.811337954E-1
1.311819421E2,7.917568535E-2,2.706429958E0,1.466902685E0
1.311919801E2,9.932666691E-1,1.876971427E0,7.363224716E-1
1.312020171E2,1.367764898E0,1.025815049E0,-1.491892515E0
1.312120551E2,9.760233763E-1,-4.035414952E-1,-5.696085008E0
1.312220921E2,3.989778896E-1,-1.958753509E0,-9.820301625E0
1.312321301E2,-3.807312146E-2,-3.168686269E0,-6.490115844E0
1.312421671E2,1.658543716E-1,-4.539999257E0,-3.545013653E0
1.312522051E2,6.404374905E-1,-5.205541037E0,-4.021604413E0
1.312622421E2,8.260397366E-1,-5.009407883E0,-4.107150933E0
1.312722791E2,1.313039637E0,-4.743258998E0,-4.016716726E0
1.312823171E2,2.161082373E0,-4.395695822E0,-4.390751417E0
1.312923541E2,2.829692772E0,-4.170226017E0,-6.605260384E0
1.313023921E2,4.096067243E0,-3.894414024E0,-6.498398425E0
1.313124291E2,5.924757333E0,-3.731867276E0,-4.761658432E0
1.313224671E2,6.635702158E0,-4.445757928E0,-2.630920184E0
1.313325041E2,5.907466532E0,-4.284556625E0,-4.151666370E-1
1.313425411E2,5.690322577E0,-2.796420946E0,6.227375302E-1
1.313525791E2,5.833005749E0,-2.271627494E0,2.622956277E0
1.313626161E2,4.433814698E0,-4.845489378E0,3.449328939E0
1.313726541E2,2.001770013E0,-7.722866194E0,2.702747381E0
1.313826911E2,-5.850980528E-1,-7.004816417E0,1.315876122E0
1.313927291E2,-2.754773567E0,-5.261497137E0,-3.353904426E-2
1.314027661E2,-4.076693956E0,-6.254384760E0,-4.668330730E-1
1.314128041E2,-4.615191819E0,-8.274030004E0,2.092068710E-1
1.314228411E2,-4.983759656E0,-9.312428260E0,9.468378033E-1
1.314328781E2,-7.490100818E0,-7.795109712E0,2.420479478E0
1.314429161E2,-8.345239735E0,-6.955284653E0,4.357236346E0
1.314529531E2,-7.017823548E0,-7.486921687E0,4.422476070E0
1.314629911E2,-6.431384656E0,-6.272922188E0,2.544473194E0
1.314730281E2,-5.434691665E0,-4.077572207E0,-8.523765461E-1
1.314830661E2,-3.408452809E0,-2.199079335E0,-3.392701871E0
1.314931031E2,-9.179178402E-1,-5.330356872E-1,-2.433717720E0
1.315031401E2,1.166507097E0,7.297260815E-1,9.154399364E-1
1.315131781E2,2.908172054E0,1.681513626E0,3.443751572E0
1.315232160E2,4.427463745E0,2.982651256E0,5.220129256E0
1.315332540E2,6.799741700E0,4.566660222E0,7.251506352E0
1.315432910E2,7.690010104E0,5.113012358E0,9.170461957E0
1.315533290E2,8.046116062E0,6.012169114E0,8.146263079E0
1.315633660E2,7.585109886E0,6.308859175E0,6.749791276E0
1.315734040E2,6.842794164E0,6.536974261E0,5.776806405E0
1.315834410E2,6.814222330E0,7.950165592E0,4.725486386E0
1.315934780E2,4.142264632E0,8.934434420E0,4.909357345E0
1.316035160E2,-7.457436517E-2,1.133188172E1,5.588017938E0
1.316135530E2,-4.055680817E0,1.232284560E1,3.268201786E0
1.316235910E2,-4.152472409E0,1.004218358E1,3.648687710E0
1.316336280E2,-1.927392991E0,8.064010296E0,4.307775918E0
1.316436660E2,-6.705829570E-1,7.458006620E0,4.450130476E0
1.316537030E2,1.834612150E-1,7.042598786E0,2.082831133E0
1.316637410E2,1.037148707E0,6.208242627E0,-1.188960552E0
1.316737780E2,1.664462268E0,4.140711612E0,-4.423068978E0
1.316838150E2,1.843442908E0,4.254375637E-2,-7.470676952E0
1.316938530E2,-1.961961584E-1,-3.794339513E0,-1.005397040E1
1.317038900E2,-2.779247381E0,-4.388810726E0,-1.046448236E1
1.317139280E2,-6.147338029E0,-5.361080482E0,-1.090643363E1
1.317239650E2,-8.469048679E0,-4.501881258E0,-7.893987299E0
1.317340030E2,-6.988078178E0,-1.350655360E0,-5.005687884E0
1.317440400E2,-4.059672126E0,3.551799932E0,-1.206087046E0
1.317540770E2,-2.911418136E0,4.003566338E0,7.600196287E-1
1.317641150E2,-3.756516799E0,-8.576871336E-1,-5.644217867E-1
1.317741520E2,-2.634585219E0,-9.376429544E0,2.324891827E0
1.317841900E2,-5.885120228E-1,-1.999116956E1,8.271276550E0
1.317942270E2,-1.119335708E0,-3.144710229E1,-1.242881820E0
1.318042650E2,-1.393824330E0,-2.682518939E1,-1.283867761E1
1.318143020E2,6.710257374E-1,-1.392571126E0,2.904765174E-1
1.318243400E2,5.512629787E0,1.308634813E1,1.997085867E1
1.318343770E2,1.646991957E0,1.216928369E1,1.518360288E1
1.318444140E2,-1.720747566E0,6.007390770E0,2.519659950E0
1.318544520E2,7.816150772E-1,1.196083630E0,-3.594384911E0
1.318644890E2,5.585221800E0,-2.261772012E0,7.403187220E0
1.318745270E2,6.432992055E0,-4.937328086E0,1.265460025E1
1.318845640E2,5.594861519E0,-4.512211534E0,7.141652373E0
1.318946020E2,4.392650885E0,-3.001262943E0,3.500360514E0
1.319046390E2,3.081393479E0,-2.396281360E0,1.757682673E0
1.319146770E2,2.373135888E0,-1.540408033E0,1.274986835E0
1.319247140E2,2.167131318E0,-3.930983680E-1,7.753106824E-1
1.319347510E2,1.813375063E0,4.110715395E-1,3.263319361E-1
1.319447890E2,1.503558149E0,1.160466485E0,-5.333689785E-1
1.319548260E2,1.508107722E0,2.369384168E0,-1.644912980E0
1.319648640E2,1.440661405E0,3.653378931E0,-2.478787912E0
1.319749010E2,1.077178161E0,4.053320881E0,-2.877986680E0
1.319849390E2,8.495516831E-1,4.037942703E0,-1.392354194E0
1.319949760E2,2.048175307E-1,4.269852632E0,2.613295726E-1
1.320050140E2,-4.433884792E-1,5.207145513E0,1.060825253E0
1.320150510E2,-1.310174502E0,6.071420120E0,1.210205240E0
1.320250880E2,-1.936070698E0,6.389973505E0,-3.524151957E-1
1.320351260E2,-2.321465359E0,6.046134421E0,-7.829011723E-1
1.320451630E2,-2.582411098E0,5.138791562E0,1.167781790E-1
1.320552010E2,-1.716019654E0,4.731195023E0,5.127498689E-1
1.320652380E2,-4.325406881E-1,3.382990816E0,4.159489945E-3
1.320752760E2,3.726624224E-1,2.308246851E0,-1.340913899E0
1.320853130E2,1.554151183E-1,1.152040647E0,-3.689008940E0
1.320953510E2,-7.025848413E-1,-4.425932944E-2,-5.428136351E0
1.321053880E2,-1.635301619E0,-2.093900789E0,-4.932849119E0
1.321154250E2,-2.117144202E0,-3.599010935E0,-5.157956981E0
1.321254630E2,-2.351986801E0,-3.955385866E0,-3.663372992E0
1.321355000E2,-1.796646472E0,-3.916017732E0,-2.442694219E0
1.321455380E2,2.699285428E-1,-4.128169919E0,-3.092915710E0
1.321555750E2,3.288636636E0,-4.424551831E0,-3.521518371E0
1.321656130E2,5.633803391E0,-4.442077691E0,-6.065267680E0
1.321756500E2,7.347529913E0,-3.892908951E0,-7.611740445E0
1.321856880E2,7.912484381E0,-2.934036920E0,-7.118109144E0
1.321957250E2,6.783705711E0,-2.311003228E0,-4.526090778E0
1.322057620E2,5.340968984E0,-2.624614547E0,-2.752409538E0
1.322158000E2,4.210962107E0,-3.473328543E0,-3.563447585E0
1.322258370E2,3.742577621E0,-3.147146881E0,-2.030341555E0
1.322358750E2,4.547441009E0,-1.797734638E0,2.076159167E-1
1.322459120E2,4.878015977E0,-2.683484314E0,1.545164743E-1
1.322559500E2,4.103172779E0,-5.832257305E0,-9.451073930E-2
1.322659870E2,3.429833153E0,-7.155771060E0,1.344581419E0
1.322760250E2,2.400475276E0,-7.396095716E0,3.811054949E0
1.322860620E2,5.119255576E-1,-7.316566567E0,5.497217111E0
1.322960990E2,-1.205873038E0,-9.032467083E0,5.461860752E0
1.323061370E2,-2.627039387E0,-1.122524137E1,4.680928264E0
1.323161740E2,-4.162047517E0,-1.217978997E1,4.230707277E0
1.323262120E2,-6.261465154E0,-1.133564264E1,2.996899166E0
1.323362490E2,-1.089310197E1,-8.138523120E0,7.274556077E-1
1.323462870E2,-1.308022141E1,-6.713526844E0,-5.424801099E-1
1.323563240E2,-9.936717349E0,-6.180328605E0,-1.357574955E0
1.323663620E2,-5.898833118E0,-3.227678828E0,-2.677769830E0
1.323763990E2,-2.154946451E0,9.327121729E-1,-2.756145909E0
1.323864360E2,1.334680036E0,3.284687426E0,8.955741674E-3
1.323964740E2,3.813098843E0,3.956455321E0,3.289462847E0
1.324065110E2,6.577111888E0,4.453187401E0,6.266119537E0
1.324165490E2,8.477410782E0,4.533578430E0,9.721522856E0
1.324265860E2,8.299508076E0,4.178577595E0,1.051478829E1
1.324366240E2,7.460968235E0,4.856818358E0,8.254540064E0
1.324466610E2,7.025977491E0,6.347085932E0,3.806035699E0
1.324566990E2,6.006351135E0,7.281063443E0,9.326227105E-1
1.324667360E2,4.829392870E0,1.031483691E1,4.257182300E-2
1.324767730E2,2.134561303E0,1.314609615E1,5.007065488E0
1.324868110E2,-6.037412421E-1,1.322963649E1,8.292221276E0
1.324968480E2,-1.415385938E0,1.206939336E1,7.610033643E0
1.325068860E2,-8.960220641E-1,1.066372272E1,5.944507474E0
1.325169230E2,-4.988566652E-2,9.788693916E0,5.714177463E0
1.325269603E2,3.083765987E-1,9.330741740E0,5.319916669E0
1.325369973E2,8.012686653E-1,8.595363740E0,3.006746462E0
1.325470353E2,1.797473999E0,7.196602167E0,-1.879996777E-2
1.325570723E2,3.205953206E0,4.846723725E0,-2.331534557E0
1.325671103E2,3.129247092E0,1.185482043E-1,-6.638454443E0
1.325771473E2,-9.063111171E-2,-7.353889929E0,-1.284965985E1
1.325871843E2,-4.671376837E0,-1.082918138E1,-1.656947368E1
1.325972223E2,-7.548791075E0,-9.117538224E0,-1.316973878E1
1.326072593E2,-8.479744406E0,-8.126053932E0,-5.506773800E0
1.326172973E2,-7.972744031E0,-5.023550543E0,9.046698037E-1
1.326273343E2,-5.220899919E0,-1.439765757E-1,3.037599295E-2
1.326373723E2,-2.530007767E0,2.424625154E0,-3.640149606E0
1.326474093E2,-4.314269836E0,-1.584232914E-1,-6.587683654E0
1.326574473E2,-5.227311975E0,-8.546806707E0,-5.115019707E0
1.326674843E2,-2.782363654E0,-1.945147155E1,2.225349998E0
1.326775213E2,5.381172100E-1,-2.663750780E1,7.414088184E0
1.326875593E2,1.005416160E0,-2.035079437E1,1.339017355E0
1.326975963E2,-4.759773874E-1,-2.894348359E0,6.763949724E0
1.327076343E2,6.587448303E-1,9.137880687E0,1.361569305E1
1.327176713E2,-1.420116189E-1,9.561924859E0,1.209555848E1
1.327277093E2,-1.532184801E0,5.725707003E0,3.179714702E0
1.327377463E2,8.300603552E-1,2.278374011E0,-3.714112498E0
1.327477843E2,5.535351482E0,-5.509761143E-1,7.684059978E-2
1.327578213E2,7.367741398E0,-3.917274883E0,9.380178194E0
1.327678583E2,6.573743892E0,-3.962499588E0,9.743625916E0
1.327778963E2,5.233866119E0,-1.814112689E0,5.378965945E0
